audio_array|sr|text|duration|count_words|median_pitch|db_voice_volume|db_noise_level
"[ 0.          0.          0.         ... -0.00613403 -0.0065918
 -0.00717163]"|16000|можешь показать на телевизоре телеканал нтв сериал|5.1311875|7|202.98353538645387|-12.909242|-49.246494667533234
"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -3.50952148e-03
 -3.26538086e-03 -2.22778320e-03]"|16000|на какой стадии дифференцировки гранулоцитов появляются специфические гранулы|5.5491875|8|212.73996646683398|-11.276711|-48.33295250301144
[0.         0.         0.         ... 0.0005188  0.00057983 0.00021362]|16000|включай на тв передачу песика|3.16|5|242.47406117808686|-23.319118|-37.573347169327484
"[-3.66210938e-04 -2.44140625e-04 -6.10351562e-05 ... -6.10351562e-05
 -4.57763672e-04 -6.10351562e-05]"|16000|установи режим вентиляции на кондее в подвале в двадцать ноль ноль|3.74|11|199.57657948845255|-11.028535|-37.22874455485631
[0.         0.         0.         ... 0.04675293 0.05133057 0.059021  ]|16000|владимир вячеславович бушмакин|2.786|3|134.6048628313906|-3.830284|-58.065009318998634
[0.         0.         0.         ... 0.00320435 0.00466919 0.00817871]|16000|прямой эфир апл манчестер ливерпуль|4.08|5|200.25933894408843|-14.138189|-32.92523569055238
[0.         0.         0.         ... 0.00143433 0.00164795 0.00140381]|16000|кто был крупным предпринимателем владельцем ряда текстильных предприятий в центральной россии|7.04|11|212.50938928921988|-17.235266|-35.292991468037876
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -1.83105469e-04
 -1.52587891e-04 -2.44140625e-04]"|16000|врубай на смотрешке телеканал рбк тв|2.845|6|181.37482109962633|-12.003089|-62.494730356166485
"[ 0.          0.          0.         ... -0.00079346 -0.00091553
 -0.00067139]"|16000|асино|1.64|1|220.60933637120016|-22.851078|-32.45814921664816
[0.         0.         0.         ... 0.00088501 0.00137329 0.0022583 ]|16000|комедия две тысячи девятнадцатого года|6.478|5|230.23609020755177|-23.904787|-40.40229080194967
"[ 0.00073242  0.00061035  0.00073242 ... -0.00021362 -0.00253296
 -0.00073242]"|16000|включай лучшую серию аурум|3.102|4|214.42904197927746|-12.819711|-56.84772713502581
"[ 3.05175781e-05  3.05175781e-05  6.10351562e-05 ... -3.41796875e-03
 -3.69262695e-03 -2.96020508e-03]"|16000|афина форсаж три смотреть онлайн|3.18075|5|192.6744103784348|-10.931607|-39.329461270466794
"[-3.05175781e-05  3.05175781e-05  6.10351562e-05 ...  6.10351562e-05
  9.15527344e-05  9.15527344e-05]"|16000|конный мир на смотрешке|2.06325|4|167.81672078123452|-15.572709|-48.320048399508686
"[ 0.00000000e+00 -3.05175781e-05 -9.15527344e-05 ... -1.43432617e-03
 -1.49536133e-03 -1.49536133e-03]"|16000|фильм елки с дмитрием нагиевым|5.8|5|209.67311492011186|-14.782071|-45.18181001249332
"[-3.05175781e-04 -6.10351562e-05 -1.83105469e-04 ...  1.22070312e-04
  1.52587891e-04 -6.10351562e-05]"|16000|включи кухня война за отель|3.36|5|203.76116055747318|-13.38439|-37.53802455872286
[0.         0.         0.         ... 0.00424194 0.00466919 0.00540161]|16000|сбер в какой стране сделали национальное собрание|5.224125|7|196.652806068361|-17.478294|-49.80100973378118
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.05175781e-05
 -6.10351562e-04  1.83105469e-04]"|16000|ассистент какой курс валюты американский доллар шекель сегодня|6.8030625|8|234.26435893595763|-21.236185|-43.54524085126275
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.22070312e-04
 9.15527344e-05 2.13623047e-04]"|16000|афина баланс по карте виза голд от сбербанк|4.56|8|189.33602900722957|-16.258358|-30.487998125850382
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  1.55639648e-03
  1.80053711e-03  2.25830078e-03]"|16000|матч саутгемптон с арсеналом|2.97175|4|209.20669932657364|-13.902252|-44.20620980857237
"[ 0.          0.          0.         ... -0.00064087 -0.00057983
 -0.0005188 ]"|16000|можешь включить тв три на телевизоре|3.2|6|225.0542965015856|-19.443|-36.60831585914955
"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ...  3.66210938e-04
  6.71386719e-04  6.40869141e-04]"|16000|сбер какие парк монрепо ты знаешь|4.48|6|185.60973135634663|-21.970814|-34.132400284668584
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.83105469e-04
 3.35693359e-04 9.15527344e-05]"|16000|бабаево|1.0|1|187.71824260156689|-8.167509|-50.14379935609041
"[ 0.          0.          0.         ... -0.01010132 -0.00897217
 -0.01644897]"|16000|салют площадь регенсбург|2.517|3|202.7659693973527|-13.807495|-34.31564033732913
[0.         0.         0.         ... 0.00436401 0.00491333 0.00576782]|16000|навык джой сыграть в|2.6466875|4|180.83935555126595|-15.589315|-43.1351757063122
"[-9.15527344e-05 -1.52587891e-04 -1.52587891e-04 ...  1.12915039e-03
  9.15527344e-04  7.62939453e-04]"|16000|у тебя в каталоге есть двигатель внутреннего сгорания|3.52|8|184.63980716991784|-10.872652|-51.20213856741979
"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -4.37622070e-02
 -4.53491211e-02 -3.99780273e-02]"|16000|алиса найди лучшие фильмы жанра фэнтези|3.48|6|160.61169547447423|-7.11319|-60.524423294192246
"[3.05175781e-05 3.05175781e-05 3.05175781e-05 ... 1.22070312e-03
 1.89208984e-03 1.03759766e-03]"|16000|в каком городе бельгии установлена скульптура кошка на велосипеде|5.8|9|193.69455133398094|-24.063|-33.73348203909756
"[ 0.          0.          0.         ... -0.00067139 -0.00039673
 -0.00039673]"|16000|включи мне на смотрешке телеканал малыш тв|2.725|7|186.73621904628692|-14.546571|-58.37935245680375
"[-3.05175781e-05 -6.10351562e-05 -3.05175781e-05 ... -5.46264648e-03
 -6.46972656e-03 -5.46264648e-03]"|16000|галия сервис|3.2|2|194.56207026029332|-24.401735|-32.907957111065436
"[ 3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -1.31225586e-03
 -1.31225586e-03 -1.25122070e-03]"|16000|лучшие фильмы жанра концерт|2.12|4|217.82126583786714|-13.153068|-50.98605003720567
"[ 0.00195312  0.00125122  0.00036621 ... -0.00213623 -0.00308228
 -0.00180054]"|16000|кино отважная покажи мне|3.82|4|194.9105264667459|-13.926634|-44.24618241806688
"[ 0.00000000e+00  3.05175781e-05 -3.05175781e-05 ... -1.83105469e-03
 -1.70898438e-03 -1.64794922e-03]"|16000|мастера ужасов сезон пятнадцать|4.818|4|189.62843526630394|-20.658821|-50.169077175899545
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 3.05175781e-05 3.05175781e-05]"|16000|ищи на смотрешке передачу кухня тв|2.38|6|194.03102726445445|-11.873479|-59.58082006575346
"[ 0.          0.          0.         ... -0.00042725 -0.00024414
 -0.00018311]"|16000|салют алиса какая валюта используется в стране бруней|5.36|8|189.72489823736962|-21.504393|-33.1191808064278
"[-6.10351562e-05  3.05175781e-05  0.00000000e+00 ...  3.05175781e-05
 -1.40380859e-03 -1.92260742e-03]"|16000|на окко сериал|3.46|3|172.02396855005372|-21.114199|-50.768704191511624
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  6.10351562e-05
  0.00000000e+00  0.00000000e+00]"|16000|бокс тв плюс на смотрешке|1.8220625|5|205.12951557394632|-15.224688|-46.14728373190214
"[ 3.05175781e-05  3.05175781e-05  3.05175781e-05 ... -6.10351562e-05
 -3.05175781e-05 -9.15527344e-05]"|16000|можешь показать на смотрешке телеканал кхлм тв|2.5650625|7|195.68027105843353|-10.466741|-50.045740966626404
[0.         0.         0.         ... 0.00033569 0.00048828 0.00094604]|16000|можешь включить крестный отец эйч ди|5.04|6|194.66826823576352|-18.218407|-34.40545036957948
"[ 0.          0.          0.         ... -0.00085449 -0.00109863
 -0.00091553]"|16000|подружка фото|2.06|2|216.33670523441472|-16.136362|-42.31356636687208
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 6.10351562e-05 6.10351562e-05]"|16000|хочу посмотреть на смотрешке канал тв центр|3.085|7|197.03900067134387|-14.552075|-55.300491602330574
"[ 0.00021362  0.00024414  0.00027466 ... -0.0015564  -0.00091553
  0.00027466]"|16000|пикок включай|3.6|2|194.842002030664|-24.8623|-33.799631648643874
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  6.10351562e-05
  1.22070312e-04  3.05175781e-05]"|16000|включай паровозик тишка снова в путь|4.78|6|199.5042678004241|-23.964817|-35.69175494369357
"[-0.00036621 -0.0007019  -0.00027466 ...  0.00064087 -0.00085449
 -0.0012207 ]"|16000|открой киноработу сын хамас|4.24|4|191.28444500719417|-18.429745|-45.89904485418544
[0.         0.         0.         ... 0.00085449 0.00106812 0.00115967]|16000|средство для мытья полов|4.06|4|163.38805987834243|-19.157957|-43.22328340116346
"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -1.03759766e-03
 -6.71386719e-04 -6.71386719e-04]"|16000|перевести сто рублей на номер восемь девятьсот двадцать восемь четыреста тридцать четыре пять пять|9.2|14|214.44708746040249|-16.37753|-36.34910808646001
"[ 0.          0.          0.         ... -0.00140381 -0.00158691
 -0.00152588]"|16000|моторов маршрут|2.517|2|188.04157797488153|-21.900476|-37.31482526609517
[0.         0.         0.         ... 0.00180054 0.00164795 0.00140381]|16000|бронь бекетов|2.389|2|195.80588981821302|-19.809528|-43.639766540166605
"[ 0.          0.          0.         ... -0.00106812 -0.00109863
 -0.00039673]"|16000|салют где можно будет забрать карту после перевыпуска|4.28|8|188.58355238993948|-21.354517|-31.50138917109068
"[-0.00262451 -0.00231934 -0.00183105 ...  0.00189209  0.00213623
  0.00180054]"|16000|четыре кей|2.46|2|187.9828919078404|-24.034975|-34.75401216280903
[0.         0.         0.         ... 0.03820801 0.03820801 0.04049683]|16000|найди популярные фильмы в жанре аниме|4.0863125|6|197.11516480220268|-17.858955|-55.82306614214091
"[-0.00473022 -0.00393677 -0.0012207  ... -0.00137329  0.01049805
  0.01239014]"|16000|показывай концерт|1.804|2|187.98540959368015|-14.787139|-60.49458694509107
"[ 0.          0.          0.         ... -0.0010376  -0.00143433
 -0.00167847]"|16000|включи сериал президент горничная|4.5506875|4|168.22159678811872|-20.480015|-41.918101018753305
"[ 0.          0.          0.         ... -0.00100708 -0.0012207
 -0.00149536]"|16000|покажи побег из нью йорка фул фиджи|4.58|7|179.73766857560508|-23.411337|-41.15769349276965
"[-0.00033569 -0.00036621 -0.00067139 ... -0.0597229  -0.03814697
 -0.0140686 ]"|16000|стрелок энд ник|1.87|3|193.9064155215384|-14.304336|-57.56631643392068
[0.         0.         0.         ... 0.0022583  0.00204468 0.00112915]|16000|сабинку|2.3|1|195.9825516505157|-17.463438|-33.616554007660184
"[ 0.          0.          0.         ... -0.00057983 -0.0007019
 -0.00045776]"|16000|найти передачу научные глупости|5.7|4|215.29830462767296|-23.55898|-36.6806162072799
"[ 3.05175781e-05  0.00000000e+00 -3.05175781e-05 ... -3.96728516e-04
 -1.22070312e-04 -1.22070312e-04]"|16000|сбер где отдыхала дудина прошлым летом|4.22|6|213.81456320507402|-23.045055|-33.38903161774467
[0.         0.         0.         ... 0.0062561  0.00595093 0.00613403]|16000|сбер чем платят у французов|3.1343125|5|222.82635831504967|-15.158274|-42.2467799090338
"[ 0.00210571  0.00222778  0.00213623 ... -0.01602173 -0.01586914
 -0.01113892]"|16000|поставь сериал пустая корона первая часть|3.3|6|186.27702567758587|-17.627108|-45.28294194809824
"[ 0.00247192  0.0027771   0.00283813 ... -0.00222778 -0.00222778
 -0.00247192]"|16000|матч английской премьер лиги тоттенхэм челси|3.014|6|190.633162394696|-8.956733|-59.591818101768425
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  6.10351562e-05
  3.05175781e-05  3.05175781e-05]"|16000|твм на смотрешке|1.51|3|188.2944652324655|-16.83592|-56.48118425746767
"[-1.52587891e-04 -1.83105469e-04 -6.10351562e-05 ...  9.34753418e-02
  8.90808105e-02 -3.61938477e-02]"|16000|покажи список где играл рэйф файнс|3.718|6|205.89834655694347|-17.150276|-53.71661307981174
"[5.49316406e-04 8.54492188e-04 8.85009766e-04 ... 3.66210938e-04
 4.57763672e-04 9.15527344e-05]"|16000|фильмец мастер и маргарита сезон два часть шестнадцать|5.1|8|232.58023527086723|-16.62237|-40.04272395327625
"[ 0.00015259  0.00015259  0.00048828 ... -0.00100708 -0.00091553
 -0.00106812]"|16000|включи мне матч футбол три на тв|4.864|7|200.1088261984892|-16.423656|-37.65758781346332
"[-0.0015564  -0.00134277 -0.00128174 ... -0.02584839 -0.02563477
 -0.02075195]"|16000|ютуб видеорецепт россия один|2.948|4|193.77356392374867|-14.789882|-57.26291270495996
"[ 0.          0.          0.         ... -0.00961304 -0.00900269
 -0.00817871]"|16000|стимул поехали|2.2055|2|182.98482241506605|-13.756497|-52.03207739543258
"[ 6.10351562e-05  0.00000000e+00 -6.10351562e-05 ... -3.60107422e-03
 -4.36401367e-03 -3.54003906e-03]"|16000|заказать перец красный молотый сто грамм|4.06|6|199.98975180980804|-11.825121|-45.896122505059196
"[ 0.          0.          0.         ... -0.02191162 -0.02703857
 -0.02770996]"|16000|дай мне посмотреть на телевизоре передачу нтв|3.3|7|198.55691071091556|-8.383178|-36.84068371844526
"[ 0.00000000e+00  0.00000000e+00  3.05175781e-05 ... -3.66210938e-04
 -5.18798828e-04 -1.83105469e-04]"|16000|петр валерьевич кольцов|3.76125|3|194.30505912710163|-20.496986|-44.44158398273456
"[ 6.10351562e-05  0.00000000e+00 -3.05175781e-05 ...  1.55639648e-03
  1.58691406e-03  1.52587891e-03]"|16000|ясный берег|3.66|2|189.34380065812275|-24.062788|-31.393652384087172
"[ 3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -6.51550293e-02
 -6.92749023e-02 -6.42700195e-02]"|16000|сбер танцы под луной халиф|5.200875|5|186.993690378834|-7.952159|-63.05343538301973
[0.01062012 0.01266479 0.01077271 ... 0.00305176 0.00372314 0.00320435]|16000|у тебя в списке есть энг ли|4.38|7|209.72307094851797|-18.645447|-41.577485731479946
"[-1.52587891e-04 -1.22070312e-04 -3.05175781e-05 ... -3.05175781e-04
 -3.35693359e-04 -1.83105469e-04]"|16000|шесть двести тридцать три сто один девяносто девять шесть три|8.56|10|198.72706522960493|-22.656895|-31.36347270362409
"[ 0.          0.          0.         ... -0.00094604 -0.00097656
 -0.0010376 ]"|16000|восемь триста шестьдесят девять четыреста девять двадцать восемь один шесть|8.7|10|188.18270478126274|-16.530367|-32.3982978147018
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
  0.00000000e+00  1.52587891e-04]"|16000|сас запись|2.321625|2|199.25168779800998|-21.717072|-30.09875567031027
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 3.05175781e-05 3.05175781e-05]"|16000|салют поставь малума|2.62|3|219.74003710427868|-17.444883|-43.45475837968867
"[ 0.          0.          0.         ... -0.00021362  0.00021362
  0.00048828]"|16000|покажи киноработу звезда пленительного счастья|3.56|5|213.8377839112351|-14.347727|-39.525056242341904
"[-2.13623047e-04 -9.15527344e-05  6.10351562e-05 ...  2.44140625e-04
  2.74658203e-04  2.44140625e-04]"|16000|можешь поискать трансляцию футбольного матча апл манчестер юнайтед с арсеналом|6.226|10|193.06245288657263|-12.557725|-57.46725644010068
"[ 0.00000000e+00 -6.10351562e-05 -6.10351562e-05 ...  2.44140625e-04
  3.05175781e-04  2.13623047e-04]"|16000|можешь включить последние сериалы|4.422|4|184.43368245857715|-20.69348|-52.804349850427094
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -1.40380859e-03
 -1.64794922e-03 -1.00708008e-03]"|16000|вся правда о медведях|2.60025|4|187.87409459306767|-17.00886|-40.89315192589776
"[-0.0020752  -0.00228882 -0.00189209 ... -0.01196289 -0.00180054
  0.00216675]"|16000|у тебя в каталоге есть фильм где играл кевин бейкон который называется джон уик|5.896|14|193.9756606539934|-8.06304|-63.829645854940956
[0.         0.         0.         ... 0.00039673 0.0005188  0.00036621]|16000|у тебя найдется училки|3.34|4|197.03088453758528|-14.528059|-38.15191714865995
"[ 0.          0.          0.         ... -0.00061035 -0.00073242
 -0.00042725]"|16000|включи мне сериал элай стоун первый сезон последняя часть|5.0|9|186.4759814787646|-15.231601|-38.82995747147899
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
  0.00000000e+00  0.00000000e+00]"|16000|сериал мастера меча онлайн последний сезон шестая серия|6.68|8|196.35523767920074|-23.613949|-34.59163632094969
"[ 0.          0.          0.         ... -0.00094604  0.00018311
 -0.00164795]"|16000|какой курс казахского тенге при обмене|2.78|6|251.56252336041297|-11.699478|-40.083662349101004
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
  0.00000000e+00  0.00000000e+00]"|16000|в гостях у сказки на смотрешке|1.99|6|180.72210298323378|-16.607836|-47.36259781640845
"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ...  3.05175781e-04
  3.66210938e-04  1.22070312e-04]"|16000|скачай киношу игры преисподней|4.0|4|224.5508351521786|-20.725843|-37.167378858762554
"[ 0.          0.          0.         ... -0.00192261 -0.0022583
 -0.00219727]"|16000|шестьсот тридцать шесть сто семьдесят пять сорок четыре тридцать пять|9.1250625|10|167.18321030938287|-18.572157|-40.055147510509144
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 0.00000000e+00 0.00000000e+00]"|16000|давай поищем матч апл манчестер сити против тоттенхэма|4.42|8|220.2502336012389|-15.643553|-40.517004893601786
"[ 0.          0.          0.         ... -0.00158691 -0.00073242
 -0.00067139]"|16000|калуге|1.2535|1|172.54416706237382|-18.113594|-51.86629163128869
"[ 0.00045776  0.00039673  0.00033569 ... -0.00271606 -0.00299072
 -0.00265503]"|16000|курс песо к фунту стерлингов|3.16|5|184.60182280210506|-15.122703|-36.231754833172246
"[-1.22070312e-04 -6.10351562e-05  0.00000000e+00 ... -1.80053711e-03
 -1.52587891e-03 -1.19018555e-03]"|16000|закачай туристические маршруты|3.55225|3|215.72775154728447|-22.831686|-40.18496733812914
[0.         0.         0.         ... 0.00442505 0.00354004 0.00268555]|16000|ооо азияинвест на карте|2.577|4|186.10975917704545|-10.240959|-53.4291172080611
[0.         0.         0.         ... 0.00152588 0.00140381 0.00100708]|16000|фильм бондарчука о войне|1.76|4|199.20163016457997|-11.75638|-76.70719613352773
"[ 0.          0.          0.         ... -0.00109863 -0.00106812
 -0.00085449]"|16000|найти антиснайпер|3.645125|2|199.61997148979023|-20.898811|-41.25785194689509
"[-0.00042725  0.00012207  0.00091553 ... -0.00152588 -0.00057983
 -0.00097656]"|16000|татьяна петровна баль|2.92|3|190.08038369406475|-19.099796|-38.3000471953927
"[ 0.          0.          0.         ... -0.0050354  -0.00469971
 -0.00421143]"|16000|картина место встречи|3.1575|3|202.5649647210843|-18.383108|-38.271831423963775
"[-0.00030518 -0.00039673 -0.00015259 ... -0.00100708 -0.00091553
 -0.00082397]"|16000|врубай классную кинематографическую ленту жанра телевизионное шоу|5.39|7|213.45590865498127|-11.8979435|-62.31208148684672
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -1.15966797e-03
 -1.25122070e-03 -8.85009766e-04]"|16000|в заточении|1.92|2|212.16122054687804|-9.136313|-46.027800042933166
"[-9.15527344e-05 -3.05175781e-05  0.00000000e+00 ...  4.66918945e-03
  5.46264648e-03  3.69262695e-03]"|16000|шпионский мост включай|4.3|3|156.87895552353274|-17.8101|-36.39266341456664
"[ 3.05175781e-05  6.10351562e-05  6.10351562e-05 ... -6.59179688e-03
 -6.98852539e-03 -7.93457031e-03]"|16000|афина закажи напитки|3.1343125|3|205.94725773087458|-13.897959|-44.594437654777245
"[ 0.          0.          0.         ... -0.01257324  0.00619507
  0.0244751 ]"|16000|билет два этаж|2.01975|3|178.14263694086526|-13.201064|-34.23470731029623
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.96728516e-04
 -1.83105469e-04  6.10351562e-05]"|16000|александр ланских|3.52|2|201.30250588189682|-16.99484|-38.38364417340504
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.44140625e-04
 -1.22070312e-04 -6.10351562e-05]"|16000|сбер какая валюта в маниле|2.76|5|212.52148415158626|-18.93843|-41.994831146676034
"[1.52587891e-04 1.52587891e-04 1.52587891e-04 ... 1.52587891e-04
 3.05175781e-05 3.05175781e-05]"|16000|восемь четыреста пятьдесят два триста пятьдесят пять восемьдесят двенадцать|8.0|9|220.87171215197924|-14.998088|-33.78989122560293
[0.00042725 0.00045776 0.00082397 ... 0.00030518 0.00021362 0.00057983]|16000|какой курс валюты будет пятнадцатого декабря восемнадцатого года|5.8239375|8|199.8639520360472|-16.812277|-39.106456478322656
[0.         0.         0.         ... 0.00387573 0.00250244 0.00079346]|16000|сбер одна из физических величин|2.693125|5|196.00464291065418|-15.988767|-42.391352191599466
[0.         0.         0.         ... 0.0223999  0.02520752 0.02218628]|16000|сбер какая валюта используется в стране под названием швеция|5.94|9|226.36948188378477|-10.499267|-54.78220144648632
"[-0.00198364 -0.00354004 -0.00436401 ...  0.01171875  0.01193237
  0.01095581]"|16000|спец поищи|1.54|2|198.88279575893927|-13.497934|-30.522591139459614
"[ 0.          0.          0.         ... -0.00177002 -0.00241089
 -0.00119019]"|16000|закажи пюре фрутоняня яблоко девяносто грамм стекло|9.46|7|191.43169666328671|-21.59329|-32.3753093046271
[0.         0.         0.         ... 0.04147339 0.0395813  0.04141235]|16000|оладьи на кефире|2.0661875|3|160.0177406280624|-12.494939|-51.281607479754435
"[ 0.00091553  0.00076294  0.00085449 ... -0.00085449 -0.00088501
 -0.00100708]"|16000|включи лучший выпуск переводов садхгуру майопус мьюзик|6.798|7|188.81614787122552|-16.152035|-59.02828302666063
[0.         0.         0.         ... 0.00469971 0.00216675 0.00195312]|16000|где находится суши банда|3.42|4|217.61894472505378|-14.8775015|-38.70418840996463
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
 -3.05175781e-05 -3.05175781e-05]"|16000|включи мне майдан на смотрешке|1.9033125|5|181.85412746432104|-10.335135|-50.923685939609996
[0.         0.         0.         ... 0.00112915 0.00115967 0.0005188 ]|16000|отделение по калининскому району|3.250375|4|184.89569954946882|-18.845173|-54.081953055844316
"[ 0.00723267  0.00653076  0.00650024 ... -0.00152588 -0.00158691
 -0.00167847]"|16000|найти сэйнт этилла|2.31|3|190.06805034068708|-18.421658|-51.82714973491773
[0.         0.         0.         ... 0.0015564  0.0015564  0.00183105]|16000|инвентарь для велопрогулок предоставляют на территории отеля|5.4563125|7|173.63749645002406|-12.633341|-44.397309451687626
"[ 0.          0.          0.         ... -0.00033569 -0.00054932
 -0.00045776]"|16000|инструментальная|1.92|1|189.26097159946397|-20.379675|-36.296164239228204
"[ 0.          0.          0.         ... -0.0005188  -0.00097656
 -0.00045776]"|16000|глазцентр где находится|3.44|3|203.9568006768144|-13.534503|-49.68610310372137
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.44140625e-04
 -3.05175781e-05 -6.10351562e-05]"|16000|найди мне случайный фильм две тысячи девятнадцатого года|5.34|8|199.22933191827846|-18.872774|-36.29292898604315
"[6.10351562e-05 6.10351562e-05 6.10351562e-05 ... 9.15527344e-05
 9.15527344e-05 3.05175781e-04]"|16000|трансляция матча между уотфорд и манчестером|3.26|6|200.43486572211737|-14.088931|-32.19791251779611
"[ 0.00250244  0.00274658  0.00244141 ... -0.00460815 -0.00335693
  0.00054932]"|16000|девятый эпизод первый сезон качели криминальная сага|4.422|7|193.02490522240407|-17.761469|-59.16005196554686
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.15527344e-05
 -2.74658203e-04 -2.13623047e-04]"|16000|сбер как расплачиваться в англии|3.24|5|212.76473126882786|-19.998016|-35.211024079564545
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
 -6.10351562e-05 -3.05175781e-05]"|16000|включи на смотрешке передачу малыш тв|2.1123125|6|189.27419915706633|-8.81779|-48.979841302484765
[0.00057983 0.00076294 0.0012207  ... 0.00082397 0.00097656 0.00112915]|16000|пополнить телефон коллеги|1.792|3|210.09651500452088|-13.002095|-51.83284626530832
"[-0.00506592 -0.00427246 -0.00473022 ... -0.00311279 -0.00369263
 -0.00265503]"|16000|трус балбес и бывалый|2.5|4|178.25327424209883|-12.604523|-47.58276769327543
"[ 0.          0.          0.         ... -0.00570679 -0.00585938
 -0.00640869]"|16000|виталий кравчук|2.97175|2|202.47838703061018|-17.442236|-45.716140731654434
"[ 0.          0.          0.         ... -0.00033569 -0.00018311
 -0.00024414]"|16000|открытый мир|2.0661875|2|224.38851162703344|-23.929373|-43.139604229209986
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
  0.00000000e+00  0.00000000e+00]"|16000|пес и ко на смотрешке|1.55|5|188.38142462302062|-15.335662|-51.54040218402296
"[ 0.          0.          0.         ... -0.00088501  0.00189209
  0.00231934]"|16000|салют какие виды святогор ты знаешь|3.18|6|203.46041250538678|-12.795191|-35.77654013614131
[0.         0.         0.         ... 0.04452515 0.05499268 0.04443359]|16000|запись апл шеффилда с арсеналом|5.0615625|5|194.90180880000702|-11.787718|-36.381618763549284
"[ 0.          0.          0.         ... -0.01086426 -0.01104736
 -0.01086426]"|16000|запусти макс четыре кей|2.9253125|4|137.01740168636704|-6.5287004|-42.268745004855305
"[ 0.          0.          0.         ... -0.00027466 -0.00024414
 -0.00036621]"|16000|покажи передачу че на тв|3.4|5|224.76033277338394|-16.136332|-39.7143169722472
[0.         0.         0.         ... 0.01358032 0.01046753 0.00732422]|16000|джой противоположность лето|2.5305625|3|191.84841069075094|-13.027911|-53.29537980754456
"[-6.10351562e-05 -9.15527344e-05 -9.15527344e-05 ...  1.83105469e-04
  9.15527344e-05  6.10351562e-05]"|16000|розеткед|1.6|1|201.70617394823913|-21.519115|-40.13059970803807
"[ 0.          0.          0.         ... -0.00543213 -0.00689697
 -0.00494385]"|16000|включи таинственное свидание|4.24|3|229.37285257574715|-23.691975|-32.7441546930535
"[ 6.10351562e-05  3.05175781e-05  0.00000000e+00 ... -6.89697266e-03
 -1.01623535e-02 -8.69750977e-03]"|16000|бюджетная парфюмерия|3.62|2|210.08191489289146|-17.387753|-45.286826299899396
[0.         0.         0.         ... 0.00033569 0.00057983 0.00085449]|16000|хочу посмотреть на глубине шести футов|4.643625|6|190.85313505659897|-15.159868|-47.46654903433155
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.15527344e-05
 -1.22070312e-04 -9.15527344e-05]"|16000|включи первый на смотрешке|2.015|4|188.0231899469097|-13.058749|-56.79209927939501
"[ 0.          0.          0.         ... -0.03082275 -0.03433228
 -0.02984619]"|16000|три семьсот сорок один триста восемьдесят восемь десять восемьдесят два|6.8030625|10|172.65850050862434|-13.993654|-45.82512326416323
"[-0.00167847 -0.00125122 -0.0012207  ... -0.02508545 -0.03085327
 -0.02017212]"|16000|телеканал ник|1.68|2|205.9685776895195|-12.018035|-40.038451236340734
"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -5.79833984e-04
  4.27246094e-04  3.96728516e-04]"|16000|концерт моргенштерна|1.7|2|196.80297856762422|-13.732204|-34.3661416269568
"[ 0.00030518 -0.00030518 -0.00073242 ...  0.0007019   0.00079346
  0.00094604]"|16000|футбольный матч между ньюкасл юнайтед и ньюкасл|4.94|7|212.3906980875667|-15.433151|-46.64905027393661
