|audio_array|sr|text|duration|count_words|median_pitch|db_voice_volume|db_noise_level
3292|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
  7.62939453e-04  7.01904297e-04]"|16000|салют долгота крепость корела|3.647625|4|200.91484403454805|-16.006992|-47.51784258054892
2543|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.15527344e-05
  0.00000000e+00 -9.46044922e-04]"|16000|закажи пожалуйста моющее средство для мытья посуды фэри|4.9|8|196.19049106732507|-16.226507|-35.33776089870612
1353|"[ 9.15527344e-05  3.05175781e-05  0.00000000e+00 ... -2.97546387e-02
 -3.58886719e-02 -3.11584473e-02]"|16000|шесть восемьсот восемьдесят шесть четыреста девяносто семь девятнадцать тридцать ноль|5.36|10|221.64275782393332|-7.746202|-39.2778113674569
4291|"[2.13623047e-04 4.57763672e-04 4.27246094e-04 ... 1.52587891e-04
 9.15527344e-05 1.52587891e-04]"|16000|плюс восемь двести четыре шестьсот пятьдесят ноль тридцать два тридцать ноль|10.52|11|206.16800830918004|-19.699486|-33.63608820787168
3547|[0.0010376  0.00085449 0.00082397 ... 0.00073242 0.00109863 0.00167847]|16000|ты можешь показать фильм неровная земля|3.7543125|6|194.7891787459562|-21.227121|-53.11679243066184
4807|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
 -7.32421875e-04 -6.10351562e-05]"|16000|золушка вторая часть|3.34|3|202.78310862272664|-22.198835|-31.305415264797396
5500|[0.         0.         0.         ... 0.00042725 0.00064087 0.00015259]|16000|скажите где я могу получить ближайшую квалифицированную медицинскую помощь|6.4315625|9|204.8059943666182|-16.076794|-39.12614446987262
6041|"[ 9.15527344e-05 -7.62939453e-04 -1.92260742e-03 ...  4.63867188e-03
  5.03540039e-03  4.11987305e-03]"|16000|запускай картину штурм белого дома|4.608|5|199.78150754015653|-21.444393|-37.93210103462286
2930|[0.         0.         0.         ... 0.00100708 0.00109863 0.00106812]|16000|покажи на тв канал русский детектив|3.76125|6|199.7699711810868|-20.183004|-43.08841730783326
4642|[0.         0.         0.         ... 0.00375366 0.00518799 0.00421143]|16000|алиса скажи мне пожалуйста что ты можешь сказать про салон красоты в этом отеле|7.28|14|219.49957817120304|-16.705359|-38.33716117210835
966|"[ 0.          0.          0.         ... -0.01861572 -0.01760864
 -0.01693726]"|16000|джой выполни перевод коллеге|3.668375|4|195.8273490338488|-8.484227|-58.70972935686962
2460|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -1.77001953e-03
 -1.43432617e-03 -1.06811523e-03]"|16000|хочу смотреть сейчас киноленту поддубный|4.1095625|5|204.4664903114657|-17.01416|-48.05463818666947
2311|"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -9.15527344e-05
  0.00000000e+00  0.00000000e+00]"|16000|включи мне стар синема на смотрешке|2.35|6|180.01472622835917|-19.502983|-49.76841521258172
3229|"[-3.05175781e-05 -9.15527344e-05  1.52587891e-04 ... -1.83105469e-04
 -5.49316406e-04 -3.35693359e-04]"|16000|пятьсот три четыреста шестьдесят двадцать пять восемнадцать|5.66|7|210.9170332322652|-20.566908|-33.75820302260618
5268|"[ 0.          0.          0.         ... -0.00671387 -0.0067749
 -0.00567627]"|16000|денис владимирович колокольчиков|3.88|3|177.64588078315336|-17.816477|-41.3504730675654
2644|"[ 0.          0.          0.         ... -0.00079346 -0.00067139
 -0.00067139]"|16000|сколько китайских юаней будет стоить полторы тысячи евро|5.781375|8|226.8172992849261|-17.760834|-47.37870073125136
3275|"[ 0.00015259  0.00015259  0.00012207 ... -0.00170898 -0.00180054
 -0.00161743]"|16000|у тебя есть марли и я|3.66|6|189.11691146772927|-15.399188|-52.73065347782908
153|"[ 0.          0.          0.         ... -0.00073242 -0.0010376
 -0.00067139]"|16000|фильм сплит включи|1.96|3|210.5133336382755|-16.22878|-38.39388323966344
3257|"[ 0.          0.          0.         ...  0.00158691 -0.00149536
 -0.00247192]"|16000|включи мне фильм тимур и его команда|3.0181875|7|213.016859508753|-13.248573|-46.93293912873734
686|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 9.15527344e-05 6.10351562e-05]"|16000|открой на смотрешке передачу кино тв|3.28|6|212.20354666550688|-11.863277|-54.64871359732245
4780|"[ 0.00000000e+00  3.05175781e-05 -3.05175781e-05 ... -3.05175781e-04
 -6.10351562e-05 -1.22070312e-04]"|16000|ученик выведи мне|3.3665|3|165.4186527116352|-21.487553|-51.8955078881046
4098|"[ 9.15527344e-05  1.22070312e-04  6.10351562e-05 ... -2.44140625e-04
 -2.74658203e-04 -3.05175781e-04]"|16000|поставь на смотрешке телеканал европа плюс тв|2.925|7|187.4570855224586|-7.5393953|-45.28196605773466
3738|"[-0.00030518 -0.00042725 -0.00048828 ...  0.00039673  0.00042725
  0.00027466]"|16000|серия тридцать один сезон три под куполом|4.44|7|189.48827035452072|-14.223422|-36.25650023180814
1006|[0.         0.         0.         ... 0.0012207  0.00134277 0.00088501]|16000|сезон четырнадцать шоу аран и магистрат серия пятнадцать|5.200875|8|228.73748547645917|-20.170778|-42.38572533759565
2795|[0.         0.         0.         ... 0.00201416 0.00256348 0.0017395 ]|16000|заводи фильм древние сокровища мьянмы|5.24|5|188.2716936463367|-17.471472|-39.43991335604018
3669|"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -4.57763672e-04
  6.10351562e-04  7.62939453e-04]"|16000|кью ай весьма интересно седьмой сезон|3.6|6|195.9734145353357|-17.007301|-32.16356737808444
152|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
  3.05175781e-05  3.05175781e-05]"|16000|посоветуй мне на смотрешке передачу нано тв|2.62|7|197.2022497521063|-12.861147|-60.61511285510493
4960|[0.         0.         0.         ... 0.0005188  0.00082397 0.00042725]|16000|трансляция футбольного матча челси лестер|3.42|5|204.94848489548264|-18.473278|-30.002636509230943
3396|"[ 0.00164795  0.00170898 -0.00213623 ... -0.01797485 -0.01473999
 -0.01089478]"|16000|второй эпизод седьмого сезона мистер робот|5.696|6|180.4088910438113|-12.174545|-37.525021642642514
3473|"[ 0.          0.          0.         ... -0.00238037 -0.00219727
 -0.00222778]"|16000|готовый шашлык из баранины два килограмма|3.9934375|6|195.04724622597664|-21.59705|-38.74940362650845
4146|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.93457031e-04
  1.22070312e-04  6.10351562e-05]"|16000|девятая часть десятый сезон старшая школа пора любить|5.58|8|216.00320355888823|-24.417957|-32.61561944998126
753|[0.         0.         0.         ... 0.00570679 0.00527954 0.00531006]|16000|афина есть ли связь между религиозностью человека и склонностью к совершению преступлений|8.0336875|12|191.3364376503411|-16.172134|-48.40336900929172
4885|"[ 0.          0.          0.         ... -0.00018311 -0.00027466
 -0.00012207]"|16000|включи тимран вакцина|3.6|3|192.88048426717043|-18.838923|-33.24929868952797
6124|"[ 0.          0.          0.         ... -0.00015259 -0.00039673
 -0.00054932]"|16000|перевести деньги мегафон|4.434625|3|176.23249045800446|-22.60874|-46.88973185216073
4173|"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ...  8.54492188e-04
  1.06811523e-03  1.12915039e-03]"|16000|открой мне серию двадцать один сезона девять домашний арест|5.88|9|189.28762003022604|-14.156809|-47.40396835642109
4798|"[ 0.          0.          0.         ... -0.00097656 -0.00125122
 -0.00097656]"|16000|сбер поставь стигмата стигмата|3.08|4|205.92485536024785|-11.93043|-35.86008953622769
5537|"[ 3.05175781e-05  6.10351562e-05  9.15527344e-05 ... -2.80761719e-03
 -2.89916992e-03 -3.26538086e-03]"|16000|заказать воду святой источник десять литров|5.595625|6|178.69516880278113|-17.929068|-44.59459024759656
691|"[ 3.05175781e-05 -3.05175781e-05 -6.10351562e-05 ... -1.83105469e-04
 -6.10351562e-05  0.00000000e+00]"|16000|серия тридцать шесть сезон три эрго прокси|4.44|7|217.04579608397955|-14.729652|-42.809620778298125
3998|"[ 0.          0.          0.         ... -0.00021362 -0.00018311
 -0.00024414]"|16000|премьер на смотрешке|1.245|3|177.33213168550452|-11.151472|-51.88299269072628
1167|"[ 0.          0.          0.         ... -0.00024414 -0.00024414
 -0.00024414]"|16000|семь шестьсот шестьдесят три триста тридцать ноль восемнадцать пятьдесят два|11.08|10|200.63310522208576|-24.636974|-33.297757255264614
6089|[0.         0.         0.         ... 0.00976562 0.00991821 0.01043701]|16000|ноль сто девяносто девять сто восемьдесят ноль двенадцать сорок семь|12.329375|10|190.5408026671885|-14.6810465|-50.450295340478206
3504|"[ 0.          0.          0.         ... -0.00057983 -0.00085449
 -0.0005188 ]"|16000|три семьсот пятьдесят три двести один шестьдесят один два семь|7.2906875|10|202.65034966735067|-20.190533|-40.522587349658295
3121|"[-6.10351562e-05  3.05175781e-05 -3.05175781e-05 ... -1.03759766e-03
 -1.31225586e-03 -1.15966797e-03]"|16000|включи сериальчик с актером аль пачино|5.83|6|189.1995058950324|-21.63999|-49.493539604600805
4299|"[9.15527344e-05 4.27246094e-04 1.64794922e-03 ... 6.10351562e-04
 6.71386719e-04 9.76562500e-04]"|16000|семь двести восемь шестьсот одиннадцать шестьдесят шесть четырнадцать|5.48|8|193.42914506044792|-14.130987|-34.967927015897374
1330|"[ 0.00088501  0.00048828  0.00024414 ...  0.00213623  0.00167847
 -0.00094604]"|16000|с майклом шенноном|2.002|3|191.71221452938423|-12.2225065|-62.001648506701095
5470|"[-2.13623047e-04  9.15527344e-05 -2.44140625e-04 ... -1.25122070e-03
 -6.71386719e-04 -7.32421875e-04]"|16000|помоги мне найти футбол астон вилла с арсеналом|5.06|8|182.72578783565652|-14.475013|-42.58572568403671
5759|"[-0.00082397 -0.00100708 -0.00091553 ...  0.00057983  0.00054932
  0.00045776]"|16000|посоветуй мне на смотрешке передачу кухня тв|3.134|7|183.25882774444324|-9.333477|-46.187740382312654
12|"[ 0.00500488  0.00469971  0.00488281 ... -0.00143433 -0.00213623
 -0.0017395 ]"|16000|на ютьюбе включай ловись рыбка тв|4.554|6|206.6712307869253|-18.614578|-57.265644227561445
4769|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  6.10351562e-05
  3.05175781e-05  9.15527344e-05]"|16000|найти че на смотрешке|1.865|4|201.52150883260364|-15.444511|-52.98935862623669
3534|"[ 1.22070312e-04  1.22070312e-04  6.10351562e-05 ... -3.05175781e-04
 -3.66210938e-04 -2.74658203e-04]"|16000|последняя серия сезона девять сериала штат голубая гора|6.4|8|174.99165082025854|-17.880772|-37.02946953741564
3683|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.05175781e-05
  2.74658203e-04 -6.10351562e-05]"|16000|последняя серия четвертого сезона сериала реальные пацаны|5.7349375|7|204.6939172817696|-19.31448|-31.00772123229565
3542|"[ 0.01635742  0.0189209   0.01324463 ...  0.00402832 -0.0010376
  0.00418091]"|16000|обмен корейских вон в гривнах|3.704|5|196.47900339916032|-12.966465|-35.02239211600703
3777|"[-0.00076294 -0.00091553 -0.00112915 ...  0.00057983  0.00067139
  0.0005188 ]"|16000|афина оплатить сотовую связь билайн по номеру телефона|5.74|8|184.7462018161124|-15.702043|-44.31397596994606
5070|"[ 0.00094604 -0.00033569 -0.00030518 ... -0.05130005 -0.02667236
  0.00283813]"|16000|психологини сезон четырнадцать эпизод тридцать|4.048|5|193.9636548515052|-14.753229|-53.72086605464132
2097|"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -3.66210938e-04
 -6.40869141e-04 -6.10351562e-04]"|16000|а зори здесь тихие русский фильм смотреть онлайн|6.98|8|175.78811545210465|-22.163803|-41.23644536272564
4613|"[ 0.          0.          0.         ... -0.00057983 -0.00048828
 -0.00039673]"|16000|у тебя в запасе есть сериал удивительные странствия геракла второй сезон|6.0135625|11|183.0306623605973|-11.108897|-44.89904809072058
4284|"[-9.15527344e-05 -3.05175781e-05  1.22070312e-04 ...  1.64794922e-03
  2.28881836e-03  5.43212891e-03]"|16000|ты можешь включить трагикомедию|2.948|4|213.27441848868477|-14.535499|-57.01942132707238
4997|[0.         0.         0.         ... 0.00515747 0.00595093 0.00488281]|16000|двадцать семь франков сколько это баксов|4.620375|6|188.36180226753788|-20.179903|-36.95851503937165
277|[0.00259399 0.00228882 0.0020752  ... 0.00134277 0.00164795 0.00140381]|16000|рашэн косплей ченел лучшая часть|3.784|5|202.01681603664755|-15.16171|-50.18554601770867
2589|"[-3.05175781e-05  3.05175781e-05  0.00000000e+00 ...  3.35693359e-03
  3.11279297e-03  2.44140625e-03]"|16000|включи канал рен тв|5.015125|4|201.4522955122701|-18.985298|-46.00899677331129
2779|[0. 0. 0. ... 0. 0. 0.]|16000|ты найдешь у себя на смотрешке канал наше тв|2.46|9|185.63661299447307|-13.140289|-48.7295324173444
1530|"[ 0.          0.          0.         ... -0.00119019 -0.00140381
 -0.00106812]"|16000|тридцать четвертая часть сезон один немного за сорок|3.86|8|196.39376910850405|-15.32399|-35.73212891113176
1422|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
 -3.05175781e-05 -3.05175781e-05]"|16000|салют со временем|2.26|3|191.09005230330345|-24.60901|-34.17485856452965
5149|"[-9.15527344e-05 -1.22070312e-04 -2.74658203e-04 ...  1.61743164e-03
  1.77001953e-03  1.40380859e-03]"|16000|картина мистер хутен и леди александра запусти|4.2024375|7|205.93633502737708|-13.272626|-46.14786367450531
5100|"[ 0.00000000e+00  3.05175781e-05  0.00000000e+00 ... -3.05175781e-05
  0.00000000e+00  0.00000000e+00]"|16000|серия тридцать один мультфильма шерлок|3.9|5|208.86148033225356|-23.079086|-46.62668719952251
5953|[0.         0.         0.         ... 0.01257324 0.0135498  0.01419067]|16000|покажи зажги этот мир|3.2271875|4|212.34552161215635|-13.83629|-54.252265806883806
1654|"[ 0.          0.          0.         ... -0.00268555 -0.00250244
 -0.00219727]"|16000|афина а греф старый|3.273625|4|188.70015462493848|-11.98956|-55.97154806634216
3376|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 6.10351562e-05 6.10351562e-05]"|16000|включи на смотрешке телеканал нано тв|3.005|6|211.99595418603596|-13.04751|-55.31096950453026
1503|"[-3.05175781e-05 -3.05175781e-05 -6.10351562e-05 ... -2.13623047e-04
 -3.35693359e-04 -2.74658203e-04]"|16000|элизабет бэнкс кино давай я посмотрю|4.994|6|190.6562487387077|-23.040201|-57.6741897641286
1998|"[ 0.          0.          0.         ... -0.00177002 -0.00241089
 -0.00119019]"|16000|закажи пюре фрутоняня яблоко девяносто грамм стекло|9.46|7|191.43169666328671|-21.59329|-32.3753093046271
2394|"[-0.00344849 -0.00323486 -0.00180054 ... -0.00634766 -0.00463867
 -0.00192261]"|16000|есть ли у тебя кино команда умизуми|3.008|7|233.97723700391964|-14.224849|-39.97211435806334
5270|[0.00021362 0.00024414 0.00033569 ... 0.00076294 0.00067139 0.0007019 ]|16000|найди полкило персиков|4.14|3|209.4630047708879|-16.315855|-40.62711842537626
2736|"[ 0.          0.          0.         ... -0.00286865 -0.00283813
 -0.00222778]"|16000|афина у меня тонкие губы|2.26|5|207.2956089147244|-15.077781|-34.608440979535835
4411|"[-0.00119019 -0.00109863 -0.00115967 ... -0.01275635 -0.01159668
 -0.00384521]"|16000|вруби супер софи в ютубе|3.212|5|197.4581578009397|-14.502825|-58.18422158963738
2739|"[-8.54492188e-03 -6.59179688e-03 -5.12695312e-03 ...  5.79833984e-04
 -9.15527344e-05 -1.43432617e-03]"|16000|какая будет стоимость этих мероприятий|5.28|5|194.0210120727596|-20.660606|-34.75144856775747
5722|"[-3.05175781e-05  0.00000000e+00 -3.05175781e-05 ... -7.62939453e-04
 -6.10351562e-04 -3.35693359e-04]"|16000|включи кино клон девятый сезон|2.39125|5|217.6446293423468|-10.643272|-47.61391925081392
2697|"[ 0.          0.          0.         ... -0.00027466 -0.00033569
 -0.00045776]"|16000|посоветуй мне ртд эйч ди на тв|5.12|7|182.7360837981972|-14.336881|-37.327579535257854
1965|"[ 0.          0.          0.         ... -0.00021362  0.00021362
  0.00048828]"|16000|покажи киноработу звезда пленительного счастья|3.56|5|213.8377839112351|-14.347727|-39.525056242341904
380|"[-3.35693359e-04 -1.83105469e-04 -3.05175781e-05 ...  1.22070312e-04
  3.35693359e-04  3.05175781e-04]"|16000|включай плохой парень эйч дэ|3.58|5|211.3896511611359|-15.603247|-36.34909961058734
2410|[0.         0.         0.         ... 0.00827026 0.01049805 0.00619507]|16000|пополнить счет личный номер|2.76275|4|194.2172635026757|-18.127718|-30.002042627537342
124|[0.0010376  0.00146484 0.00119019 ... 0.01477051 0.0163269  0.01968384]|16000|найди первая серия майя рождение легенды|3.014|6|185.25892170721767|-7.5776353|-64.92557587647389
4965|"[ 0.00000000e+00  3.05175781e-05  0.00000000e+00 ... -4.66918945e-03
 -2.99072266e-03 -2.59399414e-03]"|16000|покажи мне картину приступить к ликвидации|4.0|6|201.4669195982867|-11.629604|-40.25618848019904
5204|"[-9.15527344e-05 -9.15527344e-05 -6.10351562e-05 ...  1.22070312e-03
  1.28173828e-03  1.12915039e-03]"|16000|покажи на смотрешке канал наше тв|2.5779375|6|184.53498905243407|-9.238762|-45.92696776964662
273|[0.         0.         0.         ... 0.00088501 0.00088501 0.00088501]|16000|у тебя в списке есть пятая серия тридцатого сезона бригада|5.8|10|204.32749156937268|-19.382408|-30.78212854161437
4280|"[1.07421875e-02 1.26647949e-02 1.14135742e-02 ... 3.96728516e-04
 2.13623047e-04 3.05175781e-05]"|16000|в твоем каталоге есть ривердейл|3.41|5|173.20653152941617|-13.655455|-64.536660554735
4465|"[ 0.00000000e+00  3.05175781e-05  3.05175781e-05 ... -1.67846680e-03
 -1.95312500e-03 -1.40380859e-03]"|16000|покажи киноленту последний неандерталец|6.62|4|161.66072159323724|-23.979246|-41.57871254650825
4514|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.22070312e-04
 3.05175781e-05 1.22070312e-04]"|16000|хочу узнать стоимость обмена купив двадцать семь австралийских долларов в российских рублях|6.24|12|219.76471558707212|-14.076348|-40.96031416818416
4449|"[-3.05175781e-05  0.00000000e+00  3.05175781e-05 ...  3.66210938e-04
  3.66210938e-04  3.96728516e-04]"|16000|включи мне на смотрешке телеканал рубль тв|2.565|7|191.47908099939144|-16.344297|-61.29903555520832
4508|"[ 0.          0.          0.         ... -0.00378418 -0.00650024
 -0.00805664]"|16000|афина поставь моргинштерна|2.4376875|3|180.06125152237786|-9.441923|-46.17381746156481
5036|"[ 4.11987305e-03  4.54711914e-03  3.99780273e-03 ... -9.15527344e-05
 -9.15527344e-05 -6.10351562e-05]"|16000|серия шесть тринадцатого сезона чемпионов|3.146|5|189.56149233107016|-12.520848|-59.29733474658752
5752|"[-0.00024414 -0.00027466 -0.00024414 ... -0.00054932 -0.00048828
 -0.00057983]"|16000|покажи на смотрешке передачу бридж тв русский хит|3.0643125|8|182.7646103510272|-10.976269|-40.780071560814505
3509|[0.         0.         0.         ... 0.00228882 0.00234985 0.00253296]|16000|поставить в моем номере детскую кровать это платная услуга в моем отеле|5.386625|12|172.90074699650472|-17.34002|-51.377641222055885
781|"[-1.12915039e-03 -9.76562500e-04 -9.15527344e-04 ... -9.15527344e-05
 -6.10351562e-05 -1.22070312e-04]"|16000|привези мне сок виноградный любимый|4.38|5|156.36084392067534|-11.569627|-42.51704636240199
5495|"[-0.00012207 -0.00024414 -0.00024414 ...  0.00375366  0.00427246
  0.00430298]"|16000|марина алексеевна афанасьева|3.5058125|3|191.97490262327847|-16.467031|-50.67543980760842
5319|"[ 0.          0.          0.         ... -0.01443481 -0.01553345
 -0.0128479 ]"|16000|ольга александровна овчинникова|3.94|3|133.69347116093607|-8.805404|-63.44258865643391
3129|"[ 3.96728516e-04  3.66210938e-04 -6.10351562e-05 ... -5.18798828e-04
 -1.61743164e-03 -1.52587891e-03]"|16000|можешь показать последний выпуск кулибин тв|5.126|6|190.1897653668986|-18.052856|-53.74357041240751
3965|"[ 0.          0.          0.         ... -0.00250244 -0.00265503
 -0.00228882]"|16000|двадцать десяти фунтов|2.6234375|3|148.3454602702085|-11.403022|-51.39099360943733
4893|"[ 0.00119019  0.00125122  0.0012207  ... -0.00158691 -0.0015564
 -0.00152588]"|16000|запись футбольного матча английской премьер лиги ливерпуль челси|4.95|8|189.3193079195372|-13.223792|-59.70142599165347
4764|"[-0.00067139 -0.00054932  0.         ... -0.00082397 -0.00106812
 -0.00091553]"|16000|третий сезон сериал короли побега|4.06|5|201.49023328192385|-15.919122|-37.37774654856854
6108|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 3.05175781e-05 0.00000000e+00]"|16000|пятая серия четвертого сезона романтичный монстр|4.0|6|231.5770625716233|-22.830833|-35.63827686255808
3054|"[1.73950195e-03 1.52587891e-03 1.49536133e-03 ... 9.15527344e-05
 4.48608398e-03 1.31530762e-02]"|16000|видеорецепт софья пикчерс|4.246|3|196.93082813476093|-18.951384|-46.13312467326845
4536|[0.00030518 0.00030518 0.00015259 ... 0.01141357 0.01385498 0.01293945]|16000|есть ли у тебя лес призраков|5.02|6|202.14622580265632|-18.98395|-45.85971141229039
3632|"[-9.15527344e-05 -1.22070312e-04 -3.05175781e-05 ...  8.33129883e-03
  8.91113281e-03  7.69042969e-03]"|16000|врубай клевую кинематографическую работу в жанре комедия|6.1|7|210.1578118182592|-17.182924|-54.76952712598235
2773|"[ 0.          0.          0.         ... -0.00061035 -0.00061035
 -0.00015259]"|16000|мороженое колибри пломбир|3.16|3|186.16999562134316|-11.34495|-58.95303094841618
5766|"[ 0.          0.          0.         ...  0.00723267  0.00262451
 -0.00192261]"|16000|один сто четыре шестьсот четырнадцать девяносто один тринадцать|10.0770625|8|172.88546803498366|-17.611834|-37.88034442214367
5252|"[ 0.          0.          0.         ... -0.01147461 -0.01040649
 -0.00753784]"|16000|шесть четыреста шестьдесят три пятьсот восемьдесят один семьдесят четыре шестнадцать|11.66|10|193.40816559031796|-17.40241|-41.84329336375768
1364|"[ 0.00421143  0.00372314  0.00366211 ... -0.00042725 -0.00082397
 -0.00079346]"|16000|открой лучший эпизод лайфхакера|4.246|4|165.95018834871468|-17.684818|-57.68924956213248
3322|[0.         0.         0.         ... 0.00750732 0.00778198 0.00747681]|16000|включи мне батори|2.4145|3|183.06970734205416|-19.488443|-45.959587304454764
1375|"[ 0.          0.          0.         ... -0.00018311 -0.00018311
 -0.00015259]"|16000|трансляция футбольного матча апл манчестер сити астон вилла|4.24|8|190.57893257490025|-13.340956|-41.20557822064914
4410|[0.         0.         0.         ... 0.00045776 0.00085449 0.0010376 ]|16000|включи гузель хасанова|3.0181875|3|219.00004611274628|-16.651089|-41.055299339992665
5411|"[ 0.00161743  0.00152588  0.0010376  ...  0.00030518 -0.00097656
  0.00094604]"|16000|трансляция команд апл манчестер и кристал пэлас|4.818|7|188.03189290393647|-13.936226|-58.34703618549482
4907|"[-0.00024414 -0.00048828 -0.00039673 ... -0.0010376  -0.00094604
 -0.00097656]"|16000|включи на смотрешке телеканал нтв сериал|3.00625|6|195.2932683566884|-9.2231865|-45.40247240946273
220|"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -9.15527344e-05
 -2.13623047e-04 -9.15527344e-05]"|16000|включи ужастики две тысячи девятнадцатого года|4.56|6|228.38553689941892|-17.11437|-34.60351714340602
701|"[ 0.          0.          0.         ... -0.00808716 -0.0071106
 -0.00476074]"|16000|сбер любит ли плавать александр александрович|4.98|6|228.12982554282723|-18.488726|-32.15242603636209
710|"[-3.05175781e-05  0.00000000e+00  3.05175781e-05 ...  4.27246094e-04
  4.88281250e-04  3.05175781e-05]"|16000|есть ли у тебя кинолента песочник|3.2039375|6|204.25386124890943|-16.332468|-39.57482929467661
3567|"[-3.05175781e-05  3.05175781e-05  3.05175781e-05 ... -7.93457031e-04
 -7.01904297e-04 -3.66210938e-04]"|16000|фул эйч ди|2.94|3|204.41867506206188|-19.795696|-32.13695834476583
116|"[ 9.15527344e-05  3.05175781e-05 -1.22070312e-04 ...  2.44140625e-04
  2.74658203e-04  1.22070312e-04]"|16000|найти фильм в жанре детский|3.68|5|183.32939814353728|-20.457926|-38.25308973258984
2509|"[-0.00094604 -0.00106812 -0.00097656 ...  0.00067139  0.00061035
  0.00064087]"|16000|есть ли у тебя кино кейт бекинсейл форрест гамп|3.85|9|198.3737706280687|-13.8885565|-61.74600257249988
4479|[0.         0.         0.         ... 0.00183105 0.00097656 0.00109863]|16000|кгку центр социальной поддержки населения приморского края рядом|6.42|8|219.02767005743976|-18.768522|-31.082317919275766
3721|"[ 0.00000000e+00 -3.05175781e-05  0.00000000e+00 ...  2.31933594e-03
  7.62939453e-04  4.57763672e-04]"|16000|сбер какое участие принимает метан в жизнедеятельности организма человека|6.32|9|205.95374099277|-20.307558|-32.91295932791797
4339|"[0.00000000e+00 0.00000000e+00 9.15527344e-05 ... 2.08648682e-01
 2.81005859e-01 2.36755371e-01]"|16000|как пополнить баланс телефона наличными|5.22|5|187.183927699904|-8.942597|-61.52314344207199
3972|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -1.52587891e-04
 -1.52587891e-04 -2.13623047e-04]"|16000|включи мне на смотрешке квн тв|2.15|6|212.49863872481828|-14.976031|-54.17724778313727
2981|[0.         0.         0.         ... 0.02383423 0.02243042 0.02062988]|16000|включи группу у два|5.909|4|125.13742507507034|-9.874999|-74.03672362307155
2146|[0.         0.         0.         ... 0.00097656 0.00109863 0.00067139]|16000|футбольный матч английской премьер лиги юнайтед против вест хэма|4.411375|9|187.4318275692732|-15.802476|-50.01222340110841
555|[0.         0.         0.         ... 0.00021362 0.00021362 0.00012207]|16000|игра английской премьер лиги ливерпуля и манчестер юнайтед|3.94|8|200.24731289481255|-20.336208|-35.01747978597547
192|"[ 3.66210938e-04  9.15527344e-05  2.44140625e-04 ... -2.13623047e-03
 -4.15039062e-03 -3.66210938e-03]"|16000|что есть из клипов|2.838|4|179.4004234470175|-21.725658|-50.434984013847526
4341|"[ 0.          0.          0.         ... -0.00039673  0.
  0.        ]"|16000|джой какой объем может занять текст программы целиком|4.82|8|197.55893481076464|-15.759879|-37.45219667603271
2908|"[-3.05175781e-05  0.00000000e+00 -3.05175781e-05 ...  3.35693359e-04
  2.68554688e-03  3.50952148e-03]"|16000|встреча апл манчестер с манчестер сити|2.60025|6|236.665164978032|-14.486822|-38.51460156115424
5709|"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -1.52587891e-04
 -2.74658203e-04 -1.83105469e-04]"|16000|можно ли курить на балконе в этом отеле|3.78|8|228.3510379596176|-15.639976|-44.80771442079046
2531|[0.00057983 0.00073242 0.0007019  ... 0.00094604 0.00094604 0.00088501]|16000|ищи на смотрешке канал рбк тв|2.6928125|6|188.2482965687379|-9.452252|-45.59040748702614
4453|"[-6.10351562e-05  0.00000000e+00  3.05175781e-05 ... -6.10351562e-04
 -1.34277344e-03 -1.28173828e-03]"|16000|тринадцатый эпизод первый сезон сериал вне игры|5.324|7|179.3700598019197|-17.35854|-54.94394584951658
5751|"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ... -1.61743164e-03
 -3.23486328e-03 -2.92968750e-03]"|16000|есть ли у тебя отважный рыцарь|2.78|6|200.4297354306964|-20.619722|-34.918209762479194
1800|[0.         0.         0.         ... 0.0007019  0.00073242 0.00061035]|16000|маршрут ооо стоматологическая поликлиника номер девять|7.58|6|203.14384788996512|-23.871014|-45.96597492078982
